Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Jansport,Canvas,Large,9.0,Yes,No,Backpack,Pink,24.829341409119223,128.27295960214377
Puma,Polyester,Medium,4.0,Yes,Yes,Tote,Gray,29.110921658561708,144.99720123993407
Nike,Leather,Large,8.0,No,No,Tote,,26.24194280457425,137.89663979750333
Adidas,Leather,Small,10.0,Yes,Yes,Backpack,Blue,22.75364102267229,81.25770788562014
Under Armour,Polyester,Small,7.0,Yes,Yes,Messenger,Green,25.54317226146101,145.6839730917129
Jansport,Canvas,Small,9.0,No,Yes,Messenger,Pink,11.387894028776536,93.20816760014766
Puma,Nylon,Medium,1.0,Yes,No,Tote,Pink,5.610240030816454,75.85160301594516
Under Armour,Polyester,Large,4.0,Yes,,Backpack,Pink,20.304746753482316,41.37491416487022
Under Armour,Polyester,Small,2.0,,No,Tote,Green,14.902122910771482,123.1984692258196
Puma,Polyester,Large,7.0,No,No,Backpack,,9.796630703016609,107.38799114217056
Nike,,Large,9.0,Yes,No,Tote,Gray,21.439231513570256,91.77197516856832
Adidas,Canvas,Small,6.0,Yes,No,Tote,,17.214030123775586,28.582019404227676
Adidas,Nylon,Medium,3.0,No,Yes,Messenger,Pink,,110.6851278631717
Nike,Nylon,Large,8.0,No,Yes,Tote,Blue,5.0,63.78627293610531
Puma,Nylon,Small,1.0,No,No,Tote,Gray,,135.5528703876081
Adidas,Polyester,Medium,,Yes,Yes,Messenger,Green,17.92956697092423,44.19552671218108
Puma,Nylon,Small,9.0,Yes,Yes,Messenger,Green,8.08835476103008,100.12225998771903
Puma,Canvas,Large,6.0,Yes,No,Backpack,Black,5.0,17.037399850881805
Puma,Nylon,Small,5.0,No,No,Backpack,Gray,17.436240943138966,33.98276379451147
Jansport,Canvas,Medium,5.0,No,No,Tote,Gray,11.089215927482137,123.45768253238592
Under Armour,Nylon,Large,10.0,No,No,Messenger,Green,17.62529033183824,97.30615650310186
Nike,Leather,Medium,6.0,No,Yes,Messenger,Black,6.889774123405962,121.36241248414731
Jansport,Canvas,Large,3.0,,Yes,,Gray,15.12580673374312,102.6515612283332
Adidas,Nylon,Large,5.0,No,No,Messenger,Red,26.7316808912042,
Under Armour,Canvas,Medium,6.0,No,Yes,Messenger,Blue,15.076013049455725,136.49117468803595
Jansport,Polyester,Large,8.0,Yes,No,Tote,Red,22.374064709232925,125.53998007937194
Puma,Nylon,Small,8.0,Yes,Yes,Tote,Gray,12.308887880752115,82.15358967999053
,,Small,7.0,No,Yes,Tote,Pink,13.000717574849872,76.79269555289068
Jansport,Canvas,Small,3.0,Yes,Yes,Tote,Blue,29.648806066867856,39.26595314853514
Under Armour,Canvas,Small,4.0,Yes,No,Backpack,Gray,28.710570997162737,62.16295670808531
Under Armour,,Large,6.0,No,,Backpack,Black,10.07939637692027,65.12365813528002
Under Armour,Canvas,,10.0,No,No,Messenger,Pink,20.715590068000186,48.64538459962445
,Canvas,Small,3.0,No,No,Backpack,Pink,19.88387801032569,140.6933151037684
Jansport,Canvas,Medium,10.0,Yes,Yes,Tote,Red,30.0,40.50997678486775
Adidas,Leather,Medium,10.0,Yes,No,Backpack,Pink,6.329743686765388,111.09019824967972
Under Armour,Leather,Small,10.0,,Yes,Messenger,,27.214732967249528,88.14827015491534
Nike,Canvas,,3.0,,No,Backpack,Gray,24.338759457714797,83.14423827998763
,Nylon,Small,8.0,No,No,Messenger,Pink,,73.70642655919926
Under Armour,Leather,Large,2.0,Yes,No,Backpack,Green,8.842483622926679,60.38885820139318
Puma,Nylon,Medium,8.0,Yes,Yes,Backpack,Gray,5.0,149.0966207959977
Under Armour,Polyester,Medium,9.0,Yes,Yes,Messenger,Pink,5.763792014480874,70.95747170176772
Nike,Canvas,Small,8.0,No,No,Messenger,Green,16.95160340487372,118.9280991559864
Puma,Nylon,Medium,7.0,,No,Tote,Green,28.930175355856917,120.36882656670298
Puma,Nylon,Large,2.0,Yes,,Backpack,Green,17.029706872260775,99.05097943406156
Under Armour,Canvas,Large,2.0,No,No,Tote,Blue,30.0,103.11151648218636
Adidas,Nylon,Medium,4.0,No,No,Tote,Red,18.90875464245003,106.70300831060388
Adidas,Nylon,Medium,6.0,No,Yes,Backpack,Blue,8.57409340059816,78.87189036933428
Nike,Polyester,Medium,9.0,No,Yes,Backpack,Red,16.51069380246596,88.95306118377421
Adidas,Nylon,Small,7.0,No,No,Messenger,Pink,,97.34483170701496
Nike,Canvas,Large,8.0,Yes,Yes,Backpack,Black,12.447624230200212,72.89333680165859
Under Armour,Canvas,Medium,8.0,Yes,Yes,Tote,Pink,26.01455819442332,140.29447275834917
Puma,Canvas,Small,7.0,No,Yes,Tote,Red,16.298548137342273,88.86430621587569
,Nylon,Medium,6.0,Yes,,Messenger,Blue,14.335543699526724,36.62163065048562
Under Armour,Nylon,Large,3.0,Yes,Yes,Messenger,Blue,25.27492370680236,73.09018863438868
Puma,Canvas,Large,5.0,Yes,No,Tote,Gray,16.237277012797616,47.82740985248995
Puma,Polyester,Large,3.0,Yes,No,Backpack,Pink,17.236549245688355,131.07885755068082
Nike,Polyester,Small,4.0,No,Yes,Messenger,Green,20.053604398649675,68.07408994219584
Nike,Polyester,Small,6.0,Yes,Yes,,,8.728451188501671,32.8364672498031
Adidas,Canvas,Small,10.0,No,No,Backpack,Red,12.537097137513507,80.95169602426621
Under Armour,Leather,Medium,3.0,No,No,Tote,Black,8.323399031947448,133.77834131425067
Adidas,Canvas,Small,6.0,No,No,Tote,Red,13.723903531944291,52.885369610072345
Jansport,Polyester,Small,7.0,No,No,Tote,Red,20.0362455148641,26.13183257925181
Under Armour,Leather,Small,7.0,Yes,Yes,Backpack,Black,15.952286154672835,97.88532311767617
,Nylon,Large,9.0,No,,Backpack,Gray,19.12931807949029,150.0
Jansport,Nylon,Large,5.0,Yes,No,Backpack,Red,30.0,111.7286635068762
Jansport,Canvas,Medium,5.0,No,Yes,Messenger,Gray,5.0,34.40085947231443
Nike,Canvas,Large,3.0,Yes,Yes,Backpack,Blue,22.170035103863228,144.05111452113053
Adidas,Leather,Large,4.0,No,No,Messenger,Gray,26.720309552154447,113.7647336896336
Adidas,,Large,1.0,Yes,,Backpack,Black,20.28336019674468,125.98683893482652
Puma,Polyester,Small,2.0,Yes,Yes,Messenger,Gray,7.308106396288457,90.61646194757894
Adidas,Leather,Small,,Yes,No,Backpack,Green,6.787985635480215,60.31393158976988
Nike,Leather,Small,1.0,No,No,Messenger,Blue,20.11691945678527,43.884734075146696
Nike,Polyester,Small,6.0,Yes,Yes,Tote,,18.060795220256995,127.58909418949064
Under Armour,Polyester,Medium,9.0,No,No,Backpack,Gray,30.0,15.320602870305228
Adidas,Nylon,Large,10.0,No,Yes,Backpack,Blue,14.031722602208356,106.58618673493008
Under Armour,Leather,Medium,1.0,Yes,,Messenger,Black,21.14348162087062,122.0474468848422
Puma,Leather,Large,10.0,No,No,Backpack,Gray,25.621838643593232,123.52915889189738
,Polyester,Medium,5.0,No,No,Messenger,Blue,25.229416762971123,108.4919592039174
Jansport,Canvas,Large,7.0,No,Yes,Tote,Gray,18.17618125007332,122.63703023817644
Nike,Leather,Medium,9.0,No,No,Backpack,Pink,15.759920951966484,22.56257824147167
Puma,Canvas,Small,3.0,,Yes,Backpack,Green,5.0,29.768430854085764
Puma,Leather,Medium,,No,No,Tote,Green,28.387096440612154,85.84378158871178
Nike,Nylon,Small,10.0,No,No,Backpack,Red,,100.22081020998664
Under Armour,,Large,3.0,No,Yes,Backpack,Black,27.620467761088094,93.50668329708888
Puma,Polyester,Medium,4.0,No,No,Tote,Gray,17.88066052020968,81.99573829530317
Adidas,Polyester,Medium,7.0,Yes,No,Tote,Red,19.35160535705687,56.57657489155781
Under Armour,,Medium,2.0,No,No,Messenger,,,47.22914028972902
Adidas,Nylon,Small,8.0,Yes,Yes,Tote,Blue,18.669376250983092,81.89589666680604
Puma,Canvas,Medium,2.0,Yes,No,Tote,,5.0,16.313759547929937
Jansport,Leather,Large,9.0,No,No,Tote,Pink,6.962709703698749,45.2443820184124
Under Armour,Polyester,Large,9.0,,Yes,Tote,Pink,28.48604057421292,25.218364648971296
Puma,Polyester,Medium,10.0,No,Yes,Messenger,Gray,13.420193024708915,65.79648754632618
Jansport,Polyester,Small,9.0,No,No,Messenger,Green,19.33854527442863,115.99630017297054
Adidas,,Large,8.0,No,No,Backpack,Red,5.0,
Nike,Leather,Large,3.0,Yes,No,Tote,Green,23.565230089456698,36.1624066304923
Under Armour,Canvas,Small,5.0,Yes,Yes,Backpack,Black,,49.33060626049566
Adidas,Canvas,Medium,4.0,No,Yes,Tote,Red,29.259889278473118,62.43032330477578
Puma,Polyester,Small,1.0,No,Yes,Backpack,Gray,18.04588492890353,45.32995941122488
Adidas,Polyester,Small,4.0,No,No,Messenger,Pink,27.48747006906094,126.97771873075357
Nike,Nylon,Small,9.0,No,No,Tote,Black,14.009496802689249,75.9073980702755
Under Armour,Nylon,,5.0,,Yes,Tote,Red,12.947566652345412,150.0
Adidas,Leather,Large,4.0,,No,Tote,Black,,56.20666286294637
Puma,Nylon,Small,,No,Yes,Backpack,Green,5.0,135.28380830140654
Adidas,Polyester,Medium,10.0,No,No,Tote,,15.716222586868684,93.9662160312367
Puma,Leather,Large,4.0,Yes,No,Backpack,Black,5.402948906911124,70.59829292191957
Under Armour,Nylon,Small,,Yes,No,Messenger,Red,28.33304615236158,28.961082018858207
Puma,Nylon,Large,7.0,Yes,Yes,Tote,Pink,20.74073373150268,148.2123122562281
Jansport,Polyester,Large,10.0,No,Yes,Messenger,,5.205312093005741,86.53298323552846
Adidas,Polyester,Large,4.0,No,Yes,Backpack,Blue,6.964292905091888,103.47780839679118
Jansport,Leather,Large,8.0,Yes,No,Messenger,Blue,14.576197369166454,149.72446972007495
Nike,Leather,Large,5.0,No,Yes,,Black,12.045274897982532,
Under Armour,Polyester,Medium,10.0,No,Yes,Backpack,Blue,5.262148790948928,46.36372267928624
Puma,Canvas,Small,8.0,No,No,Backpack,Black,18.41444502217533,144.3316388193019
Adidas,Polyester,Medium,5.0,Yes,No,Tote,Green,29.62340738461092,107.59804951224062
Under Armour,Nylon,,1.0,Yes,Yes,Tote,Pink,28.374481469212995,114.22582939774446
Puma,Polyester,,8.0,No,No,Tote,Blue,,16.808407124616586
Under Armour,Nylon,Large,5.0,Yes,No,Messenger,Blue,27.574785620624095,62.7479412515504
Under Armour,Leather,Large,5.0,No,Yes,Tote,Red,25.331192357765666,128.23024616912065
Under Armour,Canvas,Medium,5.0,Yes,,Backpack,Blue,26.9726252941734,27.15207868431877
Adidas,Leather,Large,2.0,No,Yes,Messenger,Green,19.299185192583664,137.09634779419818
Puma,Canvas,Medium,4.0,No,Yes,Backpack,Blue,27.464371307868905,98.92531282568204
Jansport,Nylon,Large,1.0,Yes,No,Messenger,Black,17.16465884332935,81.19053257149652
Nike,Leather,Medium,,No,No,Messenger,Blue,17.950350874032694,109.89097518034464
Jansport,Nylon,Medium,8.0,Yes,Yes,Backpack,Black,15.464489827644424,67.87646762314593
Under Armour,Canvas,Small,2.0,Yes,No,Tote,Black,21.090820611153998,19.734233871493718
Under Armour,Canvas,Large,3.0,Yes,No,Tote,,19.00738405510512,146.2491146766342
Adidas,Canvas,Large,3.0,No,Yes,Messenger,Black,28.158705927464084,115.89883086374606
Under Armour,Nylon,Medium,5.0,Yes,,Messenger,Blue,15.84944481869673,136.53009444690218
Under Armour,Polyester,Small,7.0,No,No,Backpack,Black,7.012492488449532,61.91724298572564
Jansport,Leather,Medium,7.0,No,No,Backpack,Green,6.903709614915686,135.62362796686645
Nike,Leather,Large,6.0,No,Yes,Backpack,Red,,97.75138715533204
Adidas,Nylon,Medium,6.0,No,Yes,Backpack,Pink,8.570993506936134,58.66957500844428
Adidas,Nylon,Large,8.0,Yes,No,Messenger,Black,18.52960306596115,20.147772674003253
Under Armour,Canvas,Medium,4.0,Yes,No,Messenger,Gray,7.459835769938169,31.06904471895025
Jansport,Leather,Small,3.0,No,,Backpack,Black,17.011728453567777,114.46083157610876
Jansport,Nylon,Small,2.0,No,Yes,Backpack,,17.792082969244248,60.84194164426502
Jansport,Canvas,Small,,Yes,Yes,Tote,Green,19.9462134298852,113.77008253074028
Under Armour,Canvas,Small,8.0,Yes,Yes,Messenger,Blue,13.866547542185966,101.13278489283634
Jansport,Polyester,Small,8.0,Yes,No,Backpack,Blue,11.1766894070293,105.8345840355331
Adidas,Polyester,Large,9.0,Yes,Yes,Tote,Gray,9.455509020255809,125.25715664727367
Puma,Leather,Small,10.0,Yes,No,Tote,Black,8.729697138313728,122.51294736409795
Under Armour,Leather,Medium,5.0,Yes,Yes,Backpack,Black,,91.9327602338728
Under Armour,Canvas,Medium,2.0,Yes,No,Backpack,Pink,13.385856067078825,17.17510614747713
Under Armour,,Small,1.0,No,Yes,Tote,Gray,26.148287087564704,18.66167415071859
,Polyester,Small,10.0,Yes,Yes,Backpack,Red,14.353036260425398,55.05514975221109
Adidas,,Small,7.0,No,No,Tote,Blue,24.17763544141473,120.93193692966038
Nike,Canvas,Small,9.0,Yes,No,,Gray,10.4641000488339,16.003773802412923
Under Armour,Leather,Small,1.0,Yes,Yes,Messenger,Pink,,
Jansport,Nylon,Medium,5.0,No,No,,Pink,22.68125436208998,48.10199795823322
,Polyester,Small,7.0,No,Yes,Backpack,Gray,13.395528647348325,142.7615114726154
Under Armour,Nylon,Small,3.0,No,Yes,Tote,Blue,16.142639141105192,134.5335049387587
Nike,Nylon,Medium,3.0,Yes,Yes,Tote,Red,5.122821319469228,39.22592080367093
Adidas,Leather,Medium,3.0,Yes,Yes,,Gray,24.72549620569199,104.11207626280776
Jansport,Polyester,Small,10.0,Yes,No,Backpack,Blue,23.660547519260867,23.32052846917102
,Nylon,Large,7.0,Yes,No,Messenger,Red,15.195505522221932,37.58287949849557
Under Armour,Polyester,Small,5.0,No,Yes,Messenger,Red,5.41084731904262,70.18464411832234
Puma,Nylon,Large,8.0,No,Yes,Tote,Pink,19.674857498721774,124.29589935422877
Puma,Canvas,Medium,10.0,No,,Backpack,Blue,27.87374907184723,
,Canvas,Medium,1.0,Yes,No,Backpack,Blue,25.12012637072733,71.7824732944591
Under Armour,Nylon,Medium,2.0,Yes,No,Backpack,Gray,17.4052552554215,73.66857109556996
Adidas,Polyester,Medium,3.0,No,No,Backpack,Gray,17.062577094645203,135.579904855437
Under Armour,,Medium,7.0,No,Yes,Backpack,Red,30.0,63.8825800107412
Puma,Leather,Small,5.0,,No,Backpack,Black,24.48280385749837,131.6504034494824
Nike,Canvas,Small,2.0,Yes,No,,Black,12.683467683053292,
Adidas,Canvas,Small,5.0,Yes,Yes,Tote,Pink,12.753849646084513,33.20953804733546
Nike,Leather,Small,10.0,No,Yes,Backpack,Pink,14.28824080018082,129.02299528596978
Under Armour,,Medium,8.0,Yes,Yes,Tote,Gray,29.77255985185577,76.05915222534686
Jansport,Nylon,Large,,No,No,Messenger,Pink,30.0,92.17537291791584
Under Armour,Nylon,Medium,10.0,No,,Messenger,,20.353989313272187,134.80248291226567
Under Armour,Leather,Small,9.0,,No,Backpack,Red,13.19346185342549,87.06934433560961
Jansport,Leather,Small,2.0,No,Yes,Tote,Green,17.408558746187012,31.34708282508018
Jansport,Canvas,Small,5.0,Yes,Yes,Messenger,Red,28.454624120994,62.22386970682764
Under Armour,Canvas,Medium,10.0,No,Yes,Messenger,Gray,20.22624734923675,25.051292011050627
Jansport,Nylon,Small,8.0,No,,Backpack,Green,,150.0
Nike,Nylon,,4.0,Yes,No,Messenger,Pink,21.43456592015672,107.1186366419328
Nike,Leather,Medium,7.0,,No,Messenger,Green,12.236525539753464,67.64661124323052
Puma,Leather,Large,5.0,No,No,Tote,Pink,27.019907782908025,142.21075612907666
Under Armour,,Large,7.0,Yes,,Tote,Green,30.0,65.31231352767101
Nike,Nylon,Large,7.0,No,No,Messenger,Green,22.203503035090744,129.76767363437776
Puma,Leather,Large,10.0,No,Yes,Messenger,Blue,20.30305973833219,119.10488364199917
Nike,,Medium,7.0,No,No,Tote,Pink,17.057639285414844,150.0
Puma,Polyester,,3.0,No,Yes,Messenger,Pink,28.34271968454427,82.33980471239478
Jansport,Nylon,Small,6.0,Yes,Yes,Messenger,Black,17.20350205408718,141.53965722173555
Puma,Canvas,Small,9.0,Yes,No,Tote,Black,21.946696285330333,70.5793982704258
Puma,Leather,Small,6.0,No,No,Tote,Gray,22.51926614294389,54.58616154472933
Nike,Nylon,Large,3.0,Yes,,,Red,27.418293223163623,
Nike,Polyester,Small,6.0,No,Yes,,Gray,25.87531591985852,129.6331402630349
Adidas,Canvas,Small,7.0,Yes,No,Messenger,Pink,30.0,113.80851515541204
Under Armour,Leather,Large,6.0,Yes,Yes,Messenger,Green,15.094547550786883,79.33697392271193
Adidas,Canvas,Small,9.0,Yes,No,Messenger,Gray,12.057740678288694,80.17752089395695
Under Armour,Polyester,Small,8.0,Yes,No,Backpack,Red,7.821526558462549,65.85297918361297
Adidas,Canvas,Medium,9.0,Yes,No,Backpack,Blue,30.0,
Nike,Polyester,Large,10.0,,No,Messenger,Green,,135.43767879979302
Adidas,Nylon,Small,8.0,No,No,Messenger,Pink,19.595629899919885,102.80921660902204
Puma,Polyester,Medium,10.0,No,Yes,Tote,Red,,132.3224848434695
Adidas,Polyester,Medium,1.0,Yes,Yes,Messenger,Blue,22.18803302672636,133.1963882247298
Nike,Leather,Small,1.0,No,No,Messenger,Black,30.0,32.8499714588095
Jansport,Leather,Small,1.0,Yes,Yes,Backpack,Black,6.630702172854452,81.01964053226666
Adidas,Polyester,Small,8.0,Yes,No,Backpack,Green,5.767788987908855,127.6282147389404
Nike,Leather,Small,7.0,Yes,Yes,Messenger,,9.753402852428344,33.084520436649285
Under Armour,Leather,Small,9.0,No,Yes,Tote,Pink,22.89251967361257,106.73667419820688
Under Armour,Leather,Large,8.0,No,No,Tote,Pink,11.777344837640364,134.0193626379543
Puma,Canvas,Small,2.0,,Yes,Tote,Red,13.996071631143977,103.61545077525167
Nike,Leather,Small,3.0,Yes,Yes,Messenger,Red,21.22590421034421,123.59165036181074
Puma,Polyester,Large,4.0,No,No,Messenger,Pink,10.669416809464206,122.40152972742428
Adidas,Leather,,5.0,Yes,Yes,Tote,Black,10.140105998468693,
Nike,Polyester,Small,,Yes,Yes,Messenger,Gray,9.982366394853289,62.41104126563887
Under Armour,Nylon,Large,1.0,Yes,No,Tote,,14.455463926414264,91.3897286059732
Nike,Nylon,Large,8.0,No,No,,Black,12.448655352155413,57.116560454979606
Nike,Polyester,Medium,4.0,No,No,Messenger,Green,9.876083234022891,
,Nylon,Medium,,No,,Messenger,Red,15.361695067159031,123.2753527071264
Nike,Polyester,Small,7.0,Yes,No,Messenger,Pink,22.996150154796805,103.16388718536788
Jansport,,Medium,6.0,No,Yes,Messenger,Pink,18.98277249027724,108.65664658437248
Puma,Polyester,Small,6.0,Yes,,Backpack,Pink,8.621346914341553,20.12861102563553
Adidas,Canvas,Medium,2.0,Yes,No,Backpack,Green,,60.95703803269352
Under Armour,Polyester,Medium,1.0,Yes,No,Backpack,Black,12.922553268511113,146.01587500268798
Nike,Canvas,Large,1.0,No,No,Messenger,Pink,10.419469620929618,107.67609320170088
,Leather,Medium,8.0,No,Yes,Backpack,Green,23.716763779388614,
Nike,Leather,Medium,10.0,Yes,No,Backpack,Blue,23.137483391062315,85.26520995996866
Jansport,Polyester,Small,10.0,Yes,Yes,Messenger,Pink,16.634851867561537,83.61239516575935
Jansport,Nylon,Medium,9.0,Yes,Yes,Backpack,Red,25.08775447700941,141.2801794086276
Nike,Polyester,Large,7.0,No,Yes,Messenger,Gray,,113.40881149733497
Jansport,Nylon,Medium,3.0,Yes,No,Tote,Black,9.1301555273536,132.3315483133385
Adidas,Leather,Medium,2.0,No,Yes,Tote,,18.269770002382906,26.31894600153794
Puma,Canvas,Medium,6.0,Yes,Yes,Backpack,Gray,,40.69736292859056
Jansport,Nylon,,8.0,No,No,Tote,Red,9.467322305157442,123.44230605064728
,Leather,,7.0,No,No,Messenger,Black,21.965409365500854,92.93263039310231
Nike,Polyester,Small,7.0,Yes,No,Backpack,Black,5.127597265469126,
Puma,Polyester,Medium,10.0,,No,Messenger,Green,26.61382981412188,
Under Armour,Polyester,Small,6.0,Yes,Yes,Backpack,Green,22.957876755567234,91.01478991828316
Jansport,Leather,Medium,3.0,No,No,Messenger,Pink,19.197349979984978,83.1529836485917
Nike,Nylon,Medium,9.0,No,No,Messenger,Pink,22.69570950161737,109.32884854159232
Nike,Nylon,Medium,3.0,Yes,No,Backpack,Blue,21.54595684869332,82.55136788306656
Adidas,Polyester,Medium,6.0,Yes,Yes,Backpack,Green,10.01909040722187,102.28077593940148
Puma,Nylon,Medium,1.0,No,,Backpack,Pink,28.49229597097968,50.396493836376486
Adidas,Canvas,Large,5.0,Yes,Yes,Backpack,,13.58575871145728,101.65771309113104
Jansport,Canvas,Small,10.0,No,Yes,Tote,Green,20.48913314731864,31.455897148853367
Adidas,Nylon,Large,9.0,No,Yes,Backpack,Black,21.247030879167827,
Nike,Polyester,,1.0,No,Yes,Tote,Pink,5.0,118.68799037304954
Puma,Canvas,Medium,9.0,No,No,Messenger,Red,5.604248246724926,118.8660904784304
Adidas,Leather,Small,,Yes,Yes,Messenger,Red,30.0,45.7036473597639
Adidas,Polyester,Large,1.0,No,Yes,Backpack,Gray,12.736637955927929,102.13120777157827
Under Armour,Canvas,Large,7.0,Yes,Yes,Messenger,Black,15.659596783600136,48.86546414728614
Puma,Nylon,Large,4.0,No,No,Messenger,Pink,23.822837626765264,138.40770464646607
Adidas,Canvas,Medium,7.0,No,Yes,Backpack,Green,,31.941365301248428
Nike,Nylon,Large,5.0,Yes,No,Messenger,Red,5.0,40.52447212214439
Jansport,Leather,Small,9.0,No,No,Tote,Gray,7.189311347274344,
,Leather,Small,9.0,Yes,No,Tote,Pink,5.0,134.70114677212572
Jansport,Leather,Small,2.0,No,No,,Green,6.852712038948335,86.26534667144306
Nike,Leather,Small,6.0,No,No,Tote,Red,9.083466472341566,47.31492355290689
Jansport,Canvas,Large,9.0,Yes,Yes,Tote,Gray,27.37432100524212,69.91688333924343
Under Armour,Leather,Medium,1.0,No,Yes,Backpack,Black,6.340716870956415,103.38584714468756
Adidas,Nylon,Small,5.0,No,Yes,Messenger,Blue,18.980669851046795,48.79078968603584
Nike,,Small,10.0,No,Yes,Tote,Red,23.39436221592018,24.72190300580852
Jansport,Leather,Medium,4.0,Yes,No,Messenger,Blue,,108.389453062393
Puma,Nylon,Medium,,No,No,Tote,Black,11.88111035528756,141.65511208474422
Jansport,Polyester,Medium,10.0,No,No,Messenger,Pink,22.89359544636252,
Jansport,Polyester,,7.0,Yes,No,Messenger,Black,19.57196157642266,36.60331533314324
Nike,,Large,6.0,No,No,Messenger,Green,10.667139857917816,84.34682701672475
Nike,Canvas,Small,7.0,Yes,No,Tote,Pink,11.361068947753203,
Jansport,Leather,Medium,,No,Yes,Backpack,Red,30.0,127.26483604826318
Puma,Polyester,Medium,8.0,No,Yes,Backpack,Green,16.472716498037354,19.636144958575965
Nike,Polyester,Small,7.0,Yes,Yes,Messenger,Green,16.729302067122894,120.42621463331712
Nike,Nylon,Medium,2.0,No,No,Backpack,Gray,14.299800457344125,78.75580663422622
Puma,Polyester,Small,5.0,Yes,Yes,Tote,Pink,6.593225010735065,43.41060919165631
Puma,Polyester,Small,4.0,Yes,No,Tote,Gray,27.36863668105348,129.67553224188754
,Canvas,Medium,5.0,Yes,,,Black,18.318370735244155,134.14624045349447
Adidas,Nylon,Small,6.0,Yes,No,Tote,Pink,21.621342935016514,64.09483178848704
Jansport,Leather,Large,8.0,No,Yes,Messenger,Black,26.41894914879737,106.06479186294106
